provide,defense,know,plan,opportunity,welfare,terms,pacific,favorable,recommendation,deemed,science,truly,american,world,laws,federal,treaty,treasury,report,secretary,amount,nation,subject,relations,give,condition,countries,thus,duties,question,revenue,territory,army,economy,several,having,tax,commercial,help,americans,program,care,cost,case,health,annual,budget,appropriations,history,sum,results,minister,million,education,receipts,growth,needs,man,today,bring,social,gold,ask,members,billion,held,keep,operation,want,tonight,payment,portion,programs,operations,serious,march,authorized,problems,reform,silver,believed,extended,notes,income,similar,jobs,lives,except,mail,back,hoped,claim,authorities,articles,live,expenditure,get,propose,interior,pending,issued,enough,cut,reports,circulation,promptly,application,workers,deficit,instead,strengthen,adoption,practicable,improve,december,rendered,commissioner,columbia,imposed,areas,proved,young,occurred,felt,medical,approval,housing,job,postmastergeneral,regarded,fight,goal,removal,savings,territorial,suggestions,basic,consent,research,promise,resulted,instructions,section,lower,specie,choice,decisions,urged,transmitted,around,level,indemnity,ratified,minimum,herewith,existed,chance,notwithstanding,speaker,effected,demanded,expand,coin,adjusted,sovereign,quarters,really,reforms,deem,labors,deficiency,poor,calculated,manifest,choose,brazil,levels,mankind,gone,perform,grave,balanced,redemption,certificates,amicable,commitment,dont,poverty,route,compelled,constitute,manifested,emperor,meantime,absolute,ideals,withdrawn,helped,speed,proceeds,doubted,amendments,exceeding,sinking,expanding,cooperative,recommending,advisable,mountains,ratifications,steamers,ill,amended,presidents,turned,remainder,disturbances,pledged,twenty,intend,taxpayers,disturbance,subsequently,aware,supporting,hospital,spend,commanders,naturalized,resumption,stay,extradition,legation,strive,solve,heard,civilservice,IC
0,0.00021997,0,0.00021997,0.00043995,0,0.00087989,0.0013198,0.0010999,0.00021997,0.00087989,0,0.00021997,0.0030796,0.0015398,0.0024197,0,0.0039595,0.0019798,0.0017598,0.0024197,0.00043995,0.0010999,0.0026397,0.0021997,0.0010999,0.0019798,0.00065992,0.00065992,0.0019798,0.00021997,0.00087989,0.0024197,0.00065992,0.00021997,0.00065992,0.0015398,0.00021997,0.00021997,0,0,0,0.00043995,0.00043995,0.0013198,0.00021997,0,0,0.00043995,0,0.00065992,0.00021997,0.0024197,0,0.00043995,0.00021997,0.00021997,0,0,0,0.00021997,0.00021997,0,0.00021997,0,0,0.00021997,0,0.00087989,0.00021997,0,0.00043995,0,0,0.00043995,0.00087989,0.00065992,0.00043995,0,0,0,0.00087989,0.00065992,0.00043995,0.00021997,0.00021997,0,0,0.00065992,0.00087989,0,0.00065992,0.00021997,0.00021997,0,0,0.00043995,0,0,0.00021997,0,0.00021997,0.00021997,0,0,0,0.00043995,0.00043995,0,0.00087989,0.00043995,0.00021997,0.00043995,0.00087989,0.00021997,0,0.00065992,0.00043995,0.00021997,0.00021997,0,0,0,0.00043995,0,0,0.00021997,0,0,0.00021997,0.00043995,0,0,0.00021997,0,0,0,0,0.00021997,0,0,0.00021997,0.00021997,0.00021997,0,0,0.00021997,0,0.00021997,0.00021997,0,0,0.00021997,0.00043995,0,0.00065992,0,0,0,0,0,0.00021997,0,0,0.00021997,0.00043995,0.00021997,0,0,0,0.00021997,0,0,0,0,0,0.00043995,0,0,0.00043995,0.00021997,0.00043995,0,0,0,0.00065992,0,0,0,0.00021997,0,0.00021997,0,0,0,0.00021997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043995,0.00021997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021997,0,0.00043995,0,0,0,0,1.7
0.00020222,0.00020222,0,0.00020222,0.00020222,0,0.00040445,0.0012133,0.00040445,0,0.00040445,0,0.00020222,0.00040445,0,0.00182,0,0.0012133,0.0014156,0.0022245,0.0010111,0.0010111,0.0008089,0.0016178,0.0016178,0.0008089,0.0008089,0.00020222,0.00020222,0.0042467,0.00020222,0.0014156,0.0008089,0.00060667,0,0.0014156,0.00020222,0.00040445,0.00060667,0,0.00020222,0,0.0012133,0.0008089,0.00040445,0.00020222,0.0014156,0,0.0010111,0,0.00040445,0.00020222,0.00040445,0,0,0.00020222,0.00040445,0,0,0,0.00060667,0.00020222,0.00040445,0.00040445,0.00020222,0,0,0,0.00020222,0.00020222,0,0.00060667,0.00060667,0,0.00040445,0,0,0,0,0,0,0.0010111,0.00020222,0,0,0.00040445,0,0,0,0.00020222,0,0.0012133,0.00060667,0.00020222,0,0.00020222,0.00020222,0,0,0.00020222,0.00020222,0,0.00020222,0,0.00020222,0,0,0.00020222,0,0,0.00060667,0,0.00020222,0.00060667,0.00040445,0,0.00040445,0.00020222,0,0.00060667,0,0,0,0.00020222,0,0,0,0,0,0.00040445,0.00020222,0,0,0.00020222,0,0.00020222,0.00040445,0,0,0,0.00020222,0.00020222,0.00060667,0.00040445,0,0,0,0.00040445,0,0.00020222,0.00020222,0,0,0.00020222,0,0,0,0,0.00020222,0,0.00020222,0,0,0,0.00020222,0,0.00020222,0,0,0.0010111,0,0.00060667,0,0.00040445,0,0,0.00020222,0,0.00020222,0,0.00020222,0,0,0,0,0.00020222,0,0,0,0,0.00060667,0,0,0,0.00020222,0,0,0,0,0,0.00020222,0.00040445,0,0,0,0,0,0.00020222,0,0,0.00020222,0.00020222,0,0,0,0,0,0.00020222,0.00020222,0,0,0,0,0.00020222,0,0,0,0,0,0,0,0,0,0,0,0,0.00040445,0,1.75
0.0005148,0.0001287,0.0001287,0.0003861,0.0001287,0.0002574,0.0001287,0.0011583,0.0006435,0.0009009,0.0005148,0.0002574,0,0.0009009,0.0006435,0.0033462,0,0.0006435,0.0021879,0.0016731,0.0024453,0.0010296,0.0006435,0.0036036,0.0005148,0.0007722,0.0014157,0.0002574,0.0005148,0.0014157,0.0001287,0.0003861,0.0011583,0.0005148,0.0003861,0.0011583,0.0015444,0,0.0009009,0,0,0,0.0003861,0.0005148,0.0005148,0.0001287,0.0023166,0,0.0014157,0,0.0010296,0.0002574,0.0006435,0,0.0001287,0.0007722,0.0002574,0,0,0,0.0001287,0.0003861,0.0001287,0.0001287,0,0,0.0002574,0,0.0002574,0.0002574,0,0.0002574,0.0005148,0,0.0003861,0.0001287,0.0007722,0.0007722,0,0,0,0.0006435,0.0003861,0,0,0.0001287,0,0.0003861,0.0003861,0.0009009,0.0001287,0.0006435,0.0001287,0.0006435,0.0005148,0,0,0,0,0.0007722,0.0003861,0.001287,0,0,0.0001287,0,0.0001287,0.0001287,0,0,0.0005148,0,0.0002574,0.0002574,0.0001287,0.0001287,0.0002574,0.0002574,0.0001287,0,0,0.0003861,0.0002574,0.0002574,0.0002574,0,0,0,0,0.0003861,0.0003861,0,0,0,0,0.0003861,0.0001287,0,0.0001287,0,0.0001287,0.0002574,0.0007722,0.0001287,0,0.0007722,0.0001287,0,0.0002574,0,0,0,0.0001287,0.0001287,0,0.0010296,0,0,0.0002574,0,0,0.0001287,0,0,0.0001287,0,0.0005148,0,0.0001287,0.0006435,0.0001287,0.0001287,0,0,0.0002574,0.0001287,0,0,0,0,0.0001287,0,0,0,0.0003861,0,0,0,0,0,0,0.0001287,0.0001287,0,0,0,0,0,0,0,0.0001287,0,0.0001287,0.0001287,0,0,0,0,0.0001287,0,0.0001287,0,0.0001287,0.0001287,0,0,0,0,0.0002574,0,0,0,0,0,0,0,0,0,0.0001287,0,0,0,0,0.0001287,0,0,0,0,2.25
0.00017286,0.00051858,0.00034572,0.00069144,0,0,0.00051858,0.00121,0.00069144,0,0.00051858,0,0,0.00069144,0.00051858,0.0008643,0,0.0010372,0.00121,0.0019015,0.0019015,0.0008643,0.0015557,0.0043215,0.0008643,0.00069144,0.00121,0.00069144,0.0008643,0.0022472,0.0010372,0.0010372,0.0013829,0.00051858,0.00017286,0.00051858,0.00069144,0,0.0010372,0,0,0,0.00017286,0.00121,0.00051858,0,0.00069144,0,0.0008643,0.00034572,0,0.00017286,0.00121,0,0,0.00051858,0.00051858,0,0.00034572,0,0.00017286,0,0.00017286,0.00017286,0.00017286,0,0,0.00017286,0.00069144,0.00017286,0,0.00069144,0.0010372,0,0.00051858,0.00069144,0.00034572,0.00051858,0,0,0,0.00121,0.00034572,0.00017286,0,0.00017286,0,0.00034572,0,0.00017286,0,0.00051858,0.00017286,0.00017286,0,0.00034572,0,0,0,0.0010372,0,0.00017286,0,0,0.00017286,0,0,0.00034572,0,0,0,0.00017286,0.00017286,0.00051858,0.00017286,0,0.00017286,0.00069144,0.00034572,0,0,0.00017286,0.00017286,0.00017286,0,0,0.00017286,0,0,0,0,0.00017286,0,0.00017286,0,0,0.00034572,0,0,0,0.00034572,0,0.00017286,0,0,0.00017286,0.00017286,0,0.00017286,0,0,0,0.00017286,0,0,0,0.00017286,0,0.00034572,0,0.00017286,0,0,0,0.00017286,0,0,0,0,0.00034572,0.00017286,0,0,0,0,0,0,0,0,0.00034572,0,0,0,0,0.00034572,0,0,0,0,0.00017286,0.00034572,0,0.00017286,0,0.00034572,0,0,0,0,0,0.00017286,0,0.00017286,0,0,0,0,0,0.00017286,0,0,0.00017286,0,0,0,0,0,0,0.00017286,0,0,0,0,0,0.00017286,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375
0.00071467,0.00035733,0,0.0012507,0.00017867,0.00035733,0.00035733,0.00071467,0.00089334,0,0.00071467,0.00017867,0,0.00071467,0.00017867,0.00089334,0.001608,0.00089334,0.001608,0.001608,0.0017867,0.001072,0.00089334,0.0039307,0.002144,0.00071467,0.001608,0.000536,0.0017867,0.0012507,0.000536,0.001608,0.0014293,0.00035733,0.00017867,0.0014293,0.0017867,0,0.001608,0,0,0,0,0.00017867,0.00071467,0.00017867,0.00017867,0,0.0012507,0.00035733,0.000536,0.00035733,0.001072,0,0,0.00035733,0.000536,0,0.00017867,0,0.00017867,0.00035733,0,0.000536,0.00035733,0,0.00035733,0.00017867,0.000536,0.00017867,0,0.00017867,0.00017867,0,0.00017867,0.000536,0.001072,0,0,0,0,0.000536,0.00017867,0,0.00017867,0.00017867,0,0,0.00035733,0.000536,0.00035733,0.00071467,0.000536,0.00071467,0.00035733,0,0.000536,0,0,0.000536,0.00035733,0.00035733,0,0,0.000536,0,0.00035733,0.00035733,0,0,0,0,0.000536,0.00035733,0,0,0.00017867,0.00035733,0.00035733,0.00035733,0,0.00071467,0,0,0,0,0,0,0,0.00035733,0.0014293,0,0,0,0,0.00035733,0.000536,0,0.00017867,0,0.000536,0.000536,0.00017867,0.00017867,0,0,0,0,0.00035733,0.00017867,0.00017867,0,0.00017867,0,0.00017867,0.00017867,0.00017867,0,0.00035733,0,0.00035733,0.00035733,0.00035733,0,0.00017867,0.00035733,0.00035733,0.00017867,0.00017867,0,0,0,0,0.00017867,0,0,0.000536,0,0,0,0.00017867,0.000536,0,0,0.00017867,0.00035733,0,0,0,0.00035733,0.00017867,0.000536,0.00017867,0.00071467,0,0.00017867,0,0,0,0,0,0.00017867,0,0,0,0.00017867,0,0,0,0.00017867,0,0.00017867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017867,0,0,0.00017867,0,1.5
0.00033124,0,0,0,0.00049685,0.00033124,0.00016562,0.0011593,0.0011593,0.00049685,0.00049685,0.00016562,0,0.00099371,0.00049685,0.0014906,0,0.0024843,0.0016562,0.00082809,0.0011593,0.0018218,0.00049685,0.002153,0.0013249,0.0011593,0.0016562,0.00049685,0.00066247,0.0019874,0.00066247,0.0011593,0.00066247,0.0014906,0.00016562,0.0013249,0.0014906,0,0.0011593,0,0,0,0.00016562,0.00066247,0.00082809,0,0.00066247,0,0.00066247,0.00049685,0.00066247,0.00066247,0.0014906,0,0,0.00066247,0.00016562,0,0.00016562,0,0.00033124,0.00066247,0,0,0,0,0.00016562,0,0.00066247,0.00033124,0,0.00033124,0,0,0.00049685,0.00066247,0.00016562,0,0,0.00033124,0,0.00049685,0.00033124,0,0.00033124,0.00033124,0,0.00066247,0.00066247,0.00033124,0.00016562,0.00033124,0.00099371,0.00033124,0.00049685,0,0.00066247,0,0,0,0.00049685,0.00016562,0.00016562,0.00016562,0,0,0.00033124,0.00016562,0,0,0.00033124,0,0.00016562,0.00016562,0,0.00016562,0.00049685,0,0.00033124,0,0,0.00016562,0.00016562,0,0.00016562,0,0.00016562,0,0,0.00016562,0.00066247,0.00016562,0,0,0,0.00016562,0.00099371,0,0,0,0,0.00033124,0.00033124,0,0,0,0,0,0,0.00016562,0.00016562,0,0,0.00016562,0,0.00016562,0.00049685,0,0.00033124,0,0,0.00016562,0,0,0.00016562,0.00049685,0.00033124,0,0.00016562,0.00049685,0.00016562,0.00033124,0,0.00016562,0.00016562,0,0.00016562,0,0,0,0,0,0,0.00016562,0,0.00016562,0,0,0,0.00066247,0.00033124,0,0.00033124,0,0.00016562,0.00016562,0,0.00033124,0,0,0,0.00049685,0,0.00033124,0,0,0,0,0,0,0.00033124,0.00016562,0,0,0,0,0,0,0,0.00033124,0,0,0,0.00066247,0.00033124,0,0,0,0,0,0,0,0,0.00016562,0,0,0,0,1.8333
0.00044287,0.00073812,0.00014762,0.00014762,0.00014762,0.00029525,0.00059049,0,0,0.00044287,0.00014762,0,0,0.0014762,0.00059049,0.0016239,0.00088574,0.0031001,0.00088574,0.00073812,0.0010334,0.0010334,0.00014762,0.0036906,0.0017715,0.00088574,0.0010334,0.00014762,0.0029525,0.0017715,0.0016239,0.00044287,0.003543,0.00044287,0,0.00059049,0.00044287,0.00029525,0.00088574,0,0.00029525,0,0.00029525,0.00044287,0.0010334,0,0.00044287,0,0.00029525,0.00044287,0.00088574,0.00029525,0.00014762,0,0.00059049,0.0010334,0,0,0,0,0.00014762,0.0017715,0,0,0.00014762,0,0.00044287,0,0.00029525,0,0,0.00073812,0.0010334,0,0.00059049,0.00088574,0.00014762,0.00014762,0,0,0,0.00044287,0.00029525,0,0,0.00029525,0,0,0.00014762,0.00029525,0,0.00014762,0.00044287,0.00044287,0.00029525,0,0.00029525,0,0,0.00014762,0.00014762,0.00014762,0.00014762,0.00014762,0,0,0.00014762,0,0,0,0.00029525,0,0.00014762,0,0,0.00014762,0,0.00014762,0.00014762,0.00014762,0,0.00059049,0,0.00059049,0.00014762,0,0.00014762,0,0,0.00029525,0.00029525,0,0,0,0,0.00059049,0.00044287,0,0.00044287,0,0,0,0.00029525,0.00059049,0.00014762,0,0,0,0.00014762,0.00014762,0,0.00014762,0.00014762,0,0,0.00044287,0.00044287,0,0.00044287,0,0,0.00029525,0,0,0,0.00044287,0.00029525,0,0,0,0.00014762,0,0,0,0.00014762,0,0,0,0,0,0.00014762,0.00014762,0,0.00014762,0,0.00014762,0,0,0,0.00014762,0.00014762,0,0.00014762,0,0.00029525,0.00029525,0,0,0,0,0.00014762,0.00014762,0,0,0,0,0.00014762,0,0.00014762,0,0,0.00014762,0,0,0,0,0,0,0,0,0,0,0.00014762,0.00029525,0,0,0,0,0,0,0,0,0.00029525,0,0,0,0,0,2.1
0,0.00016543,0.00016543,0,0.00049628,0.00033085,0.0013234,0.00033085,0.0006617,0,0.00033085,0,0,0.00049628,0.00049628,0.0014888,0.00033085,0.0019851,0.00099256,0.00082713,0.001158,0.0016543,0.00016543,0.0028122,0.00099256,0.00049628,0.0033085,0.00016543,0.0039702,0.00033085,0.0019851,0.00033085,0.0034739,0.00049628,0.00016543,0.0014888,0.001158,0.00033085,0.00033085,0,0,0,0.00016543,0.00016543,0.00016543,0,0.00033085,0,0,0.00033085,0.00082713,0.00082713,0.00049628,0.0006617,0,0.0006617,0.00016543,0.00016543,0,0,0,0.00033085,0,0,0.0006617,0,0.00016543,0,0.00082713,0,0,0.00033085,0.001158,0,0.00033085,0.00049628,0.00016543,0,0.00016543,0,0,0.00016543,0,0,0.00016543,0.00033085,0,0,0.00049628,0.0006617,0,0.00016543,0,0.0006617,0.00049628,0,0.00033085,0,0.00033085,0.00016543,0.00049628,0,0.00016543,0,0,0,0.00016543,0.00016543,0,0,0,0,0.00016543,0,0,0,0.00016543,0,0.00016543,0.00016543,0,0,0,0.00082713,0,0,0.00016543,0,0,0.00049628,0.00049628,0,0,0,0,0.00033085,0.0006617,0,0,0,0,0,0.00016543,0.00016543,0,0,0,0.00016543,0.00033085,0.00033085,0,0,0.00049628,0,0,0.00033085,0.00033085,0,0.00016543,0,0.00016543,0.00016543,0,0,0,0.00033085,0.00016543,0.00033085,0,0.00016543,0,0.00033085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033085,0,0,0,0.00033085,0.00033085,0.00016543,0,0.00033085,0.00016543,0,0,0.00016543,0,0,0,0,0,0.00016543,0,0,0,0,0,0,0,0,0,0.00016543,0,0.00016543,0,0.00033085,0,0,0,0,0,0.00016543,0.00016543,0,0,0,0,0,0,0,0.00049628,0,0,0,0,0,1.9
0.0005946,0.0005946,0.00011892,0,0.0005946,0.00011892,0.00071352,0.0005946,0.00071352,0.00035676,0.00023784,0,0.00011892,0.00083244,0.00023784,0.0013081,0.00047568,0.0041622,0.0016649,0.0010703,0.00095136,0.0021406,0.0005946,0.001427,0.0010703,0.00023784,0.0010703,0.00035676,0.0011892,0.00071352,0.0019027,0.00083244,0.0033298,0.00035676,0.00047568,0.0005946,0.0005946,0,0.00095136,0,0,0,0.00035676,0.00047568,0.001427,0.00011892,0.00023784,0,0.00047568,0.0005946,0.00023784,0.00023784,0.00083244,0,0.00023784,0.00023784,0.00035676,0,0.00011892,0,0,0,0.0013081,0,0.0005946,0,0.00035676,0.0005946,0.00011892,0.00035676,0,0.00035676,0.00095136,0,0.00023784,0.00047568,0.00071352,0.00011892,0,0,0.0010703,0.00071352,0.00011892,0.00095136,0,0.0010703,0,0.00011892,0.0011892,0.00035676,0,0.00011892,0,0.00011892,0.00023784,0,0.00011892,0.00011892,0,0.00035676,0.00011892,0.00011892,0,0,0.00011892,0.0020216,0.00011892,0,0,0,0.00023784,0,0,0.00011892,0,0.00071352,0.00047568,0.00023784,0,0,0,0.00023784,0.0005946,0.00011892,0,0,0.0005946,0,0,0.00023784,0,0,0,0,0,0.0011892,0.00011892,0,0.00035676,0,0,0,0.0005946,0.00011892,0,0.0011892,0,0,0,0.00035676,0,0,0.00011892,0.00071352,0,0.00023784,0.0005946,0,0.00071352,0,0.00023784,0,0.00011892,0.00083244,0.00035676,0.00083244,0.00035676,0,0,0.00023784,0,0.00011892,0,0.00023784,0.00011892,0,0,0,0,0,0.00023784,0.00011892,0,0.00035676,0,0,0,0,0,0.00071352,0.00071352,0,0.00011892,0.00011892,0.00023784,0.00011892,0,0,0,0.00011892,0.00011892,0.00011892,0.00023784,0,0,0,0,0,0.00023784,0.00011892,0.00035676,0.00023784,0,0.00047568,0.00011892,0,0.00047568,0,0.00023784,0.00011892,0.00011892,0,0,0,0.00011892,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
0.00050105,0.00010021,0,0.00010021,0,0.00010021,0.00030063,0.00090189,0.00040084,0.00080168,0.00060126,0,0.00010021,0.0021044,0.00090189,0.0013027,0.00060126,0.0024051,0.0023048,0.00060126,0.0013027,0.0020042,0.00040084,0.0018038,0.00090189,0.00050105,0.001904,0.0011023,0.0018038,0.0012025,0.0017036,0.00070147,0.0027057,0.00050105,0.00050105,0.00040084,0.00040084,0.00020042,0.00090189,0,0.00010021,0,0.00030063,0.00020042,0.0012025,0,0.0010021,0,0.00040084,0.00040084,0.00080168,0.00010021,0.0017036,0,0,0.00060126,0,0,0,0,0,0,0,0,0.00030063,0,0.00070147,0.00020042,0.00020042,0.00020042,0,0.00070147,0.00060126,0,0.00010021,0.00060126,0.00070147,0.00090189,0,0.00010021,0,0.00020042,0.00030063,0.00080168,0,0.00080168,0,0.00020042,0.00050105,0.00070147,0.00020042,0.00010021,0.00020042,0.00010021,0.00040084,0,0.00060126,0,0.00020042,0.00040084,0.00040084,0.00040084,0,0,0.00020042,0,0.00060126,0.00060126,0,0.00020042,0.00030063,0.00010021,0,0.00020042,0,0.0011023,0.00030063,0.00030063,0.00010021,0.00020042,0,0.00040084,0.00020042,0.00010021,0.00020042,0.00010021,0.00030063,0,0,0.00040084,0,0,0,0.00020042,0,0.00070147,0.00020042,0,0.00020042,0,0.00010021,0.00030063,0.00060126,0.00020042,0,0.00010021,0,0,0.00020042,0.00030063,0,0,0.00010021,0.00010021,0,0.00040084,0.00040084,0,0.00050105,0,0.00010021,0.00020042,0,0,0.00040084,0.00030063,0.00020042,0,0,0.00030063,0,0.00040084,0,0.00010021,0,0,0.00060126,0,0,0,0.00010021,0.00040084,0,0.00030063,0,0.00030063,0,0,0,0.0013027,0.00020042,0,0.00020042,0.00010021,0.00020042,0.00010021,0,0.00020042,0,0,0,0,0.00010021,0,0,0,0,0,0.00030063,0.00030063,0,0.00010021,0,0,0,0,0.00010021,0.00010021,0,0.00010021,0,0,0,0,0,0,0,0,0.00010021,0,0,0,0,0.00020042,0,0,0,0,1.2
0.00078637,0.00013106,0,0.00013106,0.00039318,0.00013106,0.00039318,0.00052425,0.00039318,0.00013106,0.00039318,0,0.00013106,0.0031455,0.00065531,0.0013106,0.00052425,0.002228,0.0028834,0.00065531,0.00078637,0.0014417,0.00065531,0.0010485,0.00052425,0.00052425,0.0019659,0.00065531,0.0011796,0.00052425,0.0014417,0.00065531,0.0015727,0.00078637,0.00039318,0.00078637,0.0015727,0,0.00039318,0,0.00026212,0,0.00065531,0.00039318,0.0018349,0.00013106,0.0013106,0,0.00091743,0.00052425,0.00091743,0.00013106,0.0018349,0.00013106,0,0.00078637,0,0,0.00039318,0,0.00013106,0,0,0.00026212,0.00052425,0,0.00026212,0.00013106,0,0.00013106,0,0.00078637,0.00078637,0,0.00013106,0.00091743,0.0014417,0.00065531,0,0.00013106,0.00013106,0.00039318,0.00026212,0.00078637,0,0.00052425,0,0.00078637,0.00065531,0.00039318,0.00026212,0.00026212,0,0.0015727,0,0,0.00013106,0,0,0.00039318,0.00013106,0.00026212,0.00013106,0,0.00026212,0,0.00039318,0,0,0,0,0.00013106,0,0.00026212,0,0.00065531,0.00039318,0.00026212,0.00013106,0.00013106,0,0.00013106,0.00026212,0.00026212,0.00013106,0,0,0,0,0.00065531,0,0,0,0,0,0.00052425,0,0,0.00052425,0,0,0.00013106,0.00039318,0.00013106,0.00013106,0,0.00026212,0,0.00052425,0,0,0,0.00013106,0.00078637,0,0.00013106,0,0,0.00039318,0,0,0.00026212,0,0,0.00026212,0.00026212,0.00052425,0,0,0.00065531,0,0.00091743,0,0.00052425,0,0,0,0,0,0.00013106,0.00013106,0.00013106,0,0.00039318,0,0,0,0,0,0,0.00013106,0.00013106,0.00013106,0.00026212,0.00026212,0.00026212,0,0,0,0,0.00013106,0.00026212,0,0,0,0,0,0,0.00026212,0.00013106,0.00039318,0.00026212,0,0,0,0,0.00013106,0,0,0,0.00013106,0,0,0,0,0,0.00013106,0,0,0,0,0,0,0,0.00013106,0,0,0,1.6
0.00011843,0.00011843,0.00011843,0,0.00011843,0,0.00023685,0.00035528,0.00035528,0.00035528,0.00059214,0,0.00011843,0.0020133,0.00059214,0.0021317,0.0020133,0.0020133,0.00071056,0.00047371,0.00023685,0.0017764,0.00059214,0.0011843,0.0013027,0.00011843,0.00071056,0.00071056,0.0011843,0.0027238,0.001658,0.0015396,0.0010658,0.00059214,0.00011843,0.001658,0.00071056,0,0.00047371,0,0,0,0.00035528,0.00047371,0.00094742,0.00011843,0.00094742,0,0,0.00082899,0.0011843,0.00023685,0.0015396,0,0,0.00011843,0,0.00023685,0.00035528,0,0.00023685,0.00011843,0.00011843,0,0.00047371,0,0.00082899,0.00023685,0.00011843,0,0,0.00059214,0.00094742,0,0,0.00047371,0.00082899,0.00011843,0,0,0.00011843,0.00071056,0.00023685,0.00011843,0,0.00071056,0,0.00011843,0.00082899,0.00011843,0,0,0.00094742,0.00023685,0.0013027,0.00011843,0.00059214,0,0.00023685,0.00023685,0,0,0.00011843,0,0.00011843,0,0.00011843,0.00011843,0,0,0.00023685,0,0.00011843,0.00035528,0,0.00023685,0.00059214,0,0,0,0,0.00082899,0,0.00011843,0.00011843,0,0,0,0,0.00035528,0,0.00011843,0,0,0,0.0011843,0.00011843,0,0.00094742,0,0,0.00023685,0.00011843,0,0.00011843,0,0,0,0.00023685,0.00023685,0.00011843,0,0,0.00023685,0,0.00011843,0.00047371,0,0.00035528,0,0.00035528,0.00011843,0,0.00035528,0.00011843,0.0013027,0,0,0,0.00023685,0.00011843,0.00023685,0,0.00023685,0.00023685,0,0.00011843,0,0,0.00023685,0.00023685,0,0,0,0,0.00023685,0,0,0,0,0.00023685,0.00011843,0.00011843,0.00023685,0.00023685,0.00011843,0,0.00023685,0,0,0,0.00023685,0.00023685,0,0.00011843,0,0,0.00011843,0.00035528,0,0.00059214,0,0,0.00035528,0,0,0.00035528,0,0,0.00011843,0,0,0,0.00011843,0,0,0.00011843,0,0,0.00035528,0,0,0,0,0,0,0.00011843,0,1.4
0.00072046,0.00048031,0.00072046,0.0012008,0,0,0,0,0.00048031,0.0014409,0.00048031,0,0,0.00072046,0.00048031,0.0014409,0.00072046,0.00024015,0.00096061,0.0014409,0.0021614,0.00048031,0.0014409,0.0019212,0.00048031,0.00072046,0.0021614,0.00048031,0.0019212,0.00048031,0.00048031,0.0012008,0.0014409,0.0019212,0.00024015,0.00048031,0.00096061,0,0.00072046,0.00024015,0,0,0.00048031,0.00024015,0.00096061,0.00024015,0.00048031,0,0,0.00024015,0,0.00024015,0.00024015,0,0,0.00072046,0,0,0.00024015,0.00048031,0.00024015,0.00024015,0,0.0012008,0,0,0.00024015,0.00024015,0.00024015,0.00024015,0,0.00024015,0.00072046,0,0.00096061,0.00024015,0.00048031,0.00048031,0,0.00024015,0,0.00072046,0,0,0,0.00024015,0,0.00024015,0.00048031,0.00024015,0.00048031,0.00024015,0,0,0,0.00024015,0.00024015,0,0,0.00096061,0,0,0.00024015,0,0.00024015,0,0,0,0,0,0.00048031,0,0,0,0,0.00024015,0,0.00024015,0.00024015,0,0,0.00048031,0,0.00024015,0.00024015,0,0,0,0,0.00024015,0,0,0,0,0,0.00024015,0.00024015,0,0.00048031,0,0.00024015,0,0,0,0,0,0.00024015,0,0,0,0,0,0,0,0,0.00048031,0.00048031,0,0,0,0,0.00048031,0,0,0,0,0.00024015,0.00024015,0,0.00048031,0.00096061,0.00024015,0,0,0,0,0,0,0,0,0,0.00048031,0,0,0,0,0,0,0.00024015,0.00024015,0,0,0,0,0,0.00024015,0,0,0,0,0.00024015,0,0,0,0,0,0,0,0.00048031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024015,0,0,0,0.00048031,0,0,0,0,0,0,0,0,0,2.2
